Name,Set Number,Set Name,Price (1),Date (1),Price (2),Date (2),$ Change
"Rilliona, the Wondrous Magistus Witch Wardrobe",LIOV-EN042,Lightning Overdrive,0.9,2021-07-03 ,0.91,2023-10-01 ,0.01
Drytron Mu Beta Fafnir,LIOV-EN043,Lightning Overdrive,15.37,2021-07-03 ,2.11,2023-10-01 ,-13.26
Tri-Brigade Bearbrumm the Rampant Rampager,LIOV-EN044,Lightning Overdrive,0.64,2021-07-03 ,0.36,2023-10-01 ,-0.28
Dark Infant @Ignister,LIOV-EN045,Lightning Overdrive,0.36,2021-07-03 ,0.2,2023-10-01 ,-0.16
Traptrix Cularia,LIOV-EN046,Lightning Overdrive,3.13,2021-07-03 ,1.6,2023-10-01 ,-1.53
Paleozoic Cambroraster,LIOV-EN047,Lightning Overdrive,0.17,2021-07-03 ,0.08,2023-10-01 ,-0.09
Benghalancer the Resurgent,LIOV-EN048,Lightning Overdrive,2.21,2021-07-03 ,4.15,2023-10-01 ,1.94
"Lyna the Light Charmer, Lustrous",LIOV-EN049,Lightning Overdrive,0.97,2021-07-03 ,0.51,2023-10-01 ,-0.46
"Lyna the Light Charmer, Lustrous (Starlight Rare)",LIOV-EN049,Lightning Overdrive,370.93,2021-07-03 ,576.32,2023-10-01 ,205.39
Rank-Up-Magic Zexal Force,LIOV-EN050,Lightning Overdrive,0.31,2021-07-03 ,0.28,2023-10-01 ,-0.03
Zexal Construction,LIOV-EN051,Lightning Overdrive,0.37,2021-07-03 ,0.28,2023-10-01 ,-0.09
Zexal Entrust,LIOV-EN052,Lightning Overdrive,0.18,2021-07-03 ,0.05,2023-10-01 ,-0.13
Dogmatikalamity,LIOV-EN053,Lightning Overdrive,0.14,2021-07-03 ,0.34,2023-10-01 ,0.2
Springans Booty,LIOV-EN054,Lightning Overdrive,0.13,2021-07-03 ,0.14,2023-10-01 ,0.01
Branded in White,LIOV-EN055,Lightning Overdrive,0.21,2021-07-03 ,0.9,2023-10-01 ,0.69
Amazing Time Ticket,LIOV-EN056,Lightning Overdrive,14.18,2021-07-03 ,1.74,2023-10-01 ,-12.44
Amazement Special Show,LIOV-EN057,Lightning Overdrive,0.1,2021-07-03 ,0.06,2023-10-01 ,-0.04
Amazement Precious Park,LIOV-EN058,Lightning Overdrive,0.2,2021-07-03 ,0.18,2023-10-01 ,-0.02
Basal Rose Shoot,LIOV-EN059,Lightning Overdrive,0.19,2021-07-03 ,0.13,2023-10-01 ,-0.06
A.I. Meet You,LIOV-EN060,Lightning Overdrive,0.2,2021-07-03 ,0.13,2023-10-01 ,-0.07
You and A.I.,LIOV-EN061,Lightning Overdrive,0.14,2021-07-03 ,0.04,2023-10-01 ,-0.1
Bujincandescence,LIOV-EN062,Lightning Overdrive,0.11,2021-07-03 ,0.06,2023-10-01 ,-0.05
Birth of the Prominence Flame,LIOV-EN063,Lightning Overdrive,0.18,2021-07-03 ,0.06,2023-10-01 ,-0.12
Book of Lunar Eclipse,LIOV-EN064,Lightning Overdrive,7.39,2021-07-03 ,2.07,2023-10-01 ,-5.32
One-Kuri-Way,LIOV-EN065,Lightning Overdrive,0.15,2021-07-03 ,0.09,2023-10-01 ,-0.06
Hidden Springs of the Far East,LIOV-EN066,Lightning Overdrive,0.14,2021-07-03 ,0.04,2023-10-01 ,-0.1
Zexal Alliance,LIOV-EN067,Lightning Overdrive,0.13,2021-07-03 ,0.05,2023-10-01 ,-0.08
Screams of the Branded,LIOV-EN068,Lightning Overdrive,0.15,2021-07-03 ,0.05,2023-10-01 ,-0.1
Judgment of the Branded,LIOV-EN069,Lightning Overdrive,0.13,2021-07-03 ,0.04,2023-10-01 ,-0.09
Amazement Family Faces,LIOV-EN070,Lightning Overdrive,0.19,2021-07-03 ,0.2,2023-10-01 ,0.01
Amaze Attraction Cyclo-Coaster,LIOV-EN071,Lightning Overdrive,3.22,2021-07-03 ,0.68,2023-10-01 ,-2.54
Amaze Attraction Wonder Wheel,LIOV-EN072,Lightning Overdrive,0.08,2021-07-03 ,0.09,2023-10-01 ,0.01
Amaze Attraction Majestic Merry-Go-Round,LIOV-EN073,Lightning Overdrive,0.11,2021-07-03 ,0.07,2023-10-01 ,-0.04
Amaze Attraction Rapid Racing,LIOV-EN074,Lightning Overdrive,0.1,2021-07-03 ,0.11,2023-10-01 ,0.01
Amaze Attraction Horror House,LIOV-EN075,Lightning Overdrive,5.17,2021-07-03 ,1.14,2023-10-01 ,-4.03
Black Rose Dragon,LIOV-EN100,Lightning Overdrive,595.93,2021-07-03 ,490.42,2023-10-01 ,-105.51
A.I. Challenge You,LIOV-EN076,Lightning Overdrive,0.12,2021-07-03 ,0.11,2023-10-01 ,-0.01
S-Force Chase,LIOV-EN077,Lightning Overdrive,1.09,2021-07-03 ,1.32,2023-10-01 ,0.23
One by One,LIOV-EN078,Lightning Overdrive,0.16,2021-07-03 ,0.09,2023-10-01 ,-0.07
Boo-Boo Game,LIOV-EN079,Lightning Overdrive,0.15,2021-07-03 ,0.16,2023-10-01 ,0.01
Sunvine Cross Breed,LIOV-EN099,Lightning Overdrive,0.16,2021-07-03 ,0.03,2023-10-01 ,-0.13
Fukubiki,LIOV-EN080,Lightning Overdrive,0.15,2021-07-03 ,0.07,2023-10-01 ,-0.08
Proof of Pruflas,LIOV-EN081,Lightning Overdrive,0.24,2021-07-03 ,0.15,2023-10-01 ,-0.09
Thron the Disciplined Angel,LIOV-EN082,Lightning Overdrive,0.17,2021-07-03 ,0.14,2023-10-01 ,-0.03
Sunavalon Melias,LIOV-EN098,Lightning Overdrive,0.22,2021-07-03 ,0.35,2023-10-01 ,0.13
Pendransaction,LIOV-EN083,Lightning Overdrive,0.26,2021-07-03 ,0.12,2023-10-01 ,-0.14
Expendable Dai,LIOV-EN084,Lightning Overdrive,0.2,2021-07-03 ,0.16,2023-10-01 ,-0.04
Terrors of the Underroot,LIOV-EN085,Lightning Overdrive,0.14,2021-07-03 ,0.07,2023-10-01 ,-0.07
War Rock Wento,LIOV-EN086,Lightning Overdrive,0.26,2021-07-03 ,0.24,2023-10-01 ,-0.02
War Rock Mammud,LIOV-EN087,Lightning Overdrive,0.13,2021-07-03 ,0.06,2023-10-01 ,-0.07
War Rock Meteoragon,LIOV-EN088,Lightning Overdrive,2.63,2021-07-03 ,1.94,2023-10-01 ,-0.69
War Rock Dignity,LIOV-EN089,Lightning Overdrive,0.75,2021-07-03 ,0.62,2023-10-01 ,-0.13
War Rock Spirit,LIOV-EN090,Lightning Overdrive,0.19,2021-07-03 ,0.26,2023-10-01 ,0.07
War Rock Generations,LIOV-EN091,Lightning Overdrive,0.1,2021-07-03 ,0.07,2023-10-01 ,-0.03
War Rock Big Blow,LIOV-EN092,Lightning Overdrive,0.1,2021-07-03 ,0.06,2023-10-01 ,-0.04
Eda the Sun Magician,LIOV-EN093,Lightning Overdrive,0.23,2021-07-03 ,0.2,2023-10-01 ,-0.03
Staysailor Romarin,LIOV-EN094,Lightning Overdrive,0.32,2021-07-03 ,0.25,2023-10-01 ,-0.07
Sunavalon Daphne,LIOV-EN097,Lightning Overdrive,0.15,2021-07-03 ,0.08,2023-10-01 ,-0.07
D/D/D Supersight King Zero Maxwell,LIOV-EN095,Lightning Overdrive,0.14,2021-07-03 ,0.08,2023-10-01 ,-0.06
Binary Blader,LIOV-EN096,Lightning Overdrive,0.15,2021-07-03 ,0.06,2023-10-01 ,-0.09
Armed Dragon Flash (BLVO-ENSP1),BLVO-ENSP1,Blazing Vortex,14.74,2021-07-03 ,3.91,2023-10-01 ,-10.83
Book of Lunar Eclipse (Starlight Rare),LIOV-EN064,Lightning Overdrive,157.17,2021-07-03 ,74.26,2023-10-01 ,-82.91
"Bahalutiya, the Grand Radiance (Starlight Rare)",LIOV-EN023,Lightning Overdrive,123.56,2021-07-03 ,55.15,2023-10-01 ,-68.41
Live Twin Ki-sikil Frost (Starlight Rare),LIOV-EN017,Lightning Overdrive,218.54,2021-07-03 ,175.59,2023-10-01 ,-42.95
Cyber Dragon,OP16-EN001,OTS Tournament Pack 16,239.8,2021-07-03 ,56.06,2023-10-01 ,-183.74
Firewall Dragon,OP16-EN002,OTS Tournament Pack 16,63.25,2021-07-03 ,17.67,2023-10-01 ,-45.58
Forbidden Droplet,OP16-EN003,OTS Tournament Pack 16,271.89,2021-07-03 ,114.99,2023-10-01 ,-156.9
Cyber-Stein,OP16-EN004,OTS Tournament Pack 16,1.48,2021-07-03 ,2.24,2023-10-01 ,0.76
King of the Skull Servants,OP16-EN005,OTS Tournament Pack 16,2.76,2021-07-03 ,0.94,2023-10-01 ,-1.82
Mausoleum of the Emperor,OP16-EN006,OTS Tournament Pack 16,0.56,2021-07-03 ,0.45,2023-10-01 ,-0.11
Token Stampede,OP16-EN007,OTS Tournament Pack 16,0.71,2021-07-03 ,0.27,2023-10-01 ,-0.44
Phonon Pulse Dragon,OP16-EN008,OTS Tournament Pack 16,0.68,2021-07-03 ,0.29,2023-10-01 ,-0.39
Tri-Brigade Nervall,OP16-EN009,OTS Tournament Pack 16,7.88,2021-07-03 ,0.34,2023-10-01 ,-7.54
Geonator Transverser,OP16-EN010,OTS Tournament Pack 16,0.83,2021-07-03 ,0.25,2023-10-01 ,-0.58
Virtual World Gate - Qinglong,OP16-EN011,OTS Tournament Pack 16,4.54,2021-07-03 ,0.83,2023-10-01 ,-3.71
Cyber Saurus,OP16-EN014,OTS Tournament Pack 16,0.89,2021-07-03 ,0.27,2023-10-01 ,-0.62
Miracle Dig,OP16-EN015,OTS Tournament Pack 16,1.01,2021-07-03 ,0.18,2023-10-01 ,-0.83
Royal Magical Library,OP16-EN016,OTS Tournament Pack 16,0.81,2021-07-03 ,0.34,2023-10-01 ,-0.47
Peten the Dark Clown,OP16-EN017,OTS Tournament Pack 16,0.92,2021-07-03 ,0.19,2023-10-01 ,-0.73
Power Filter,OP16-EN018,OTS Tournament Pack 16,0.73,2021-07-03 ,0.45,2023-10-01 ,-0.28
Lord British Space Fighter,OP16-EN019,OTS Tournament Pack 16,0.9,2021-07-03 ,0.17,2023-10-01 ,-0.73
Reptilianne Hydra,OP16-EN020,OTS Tournament Pack 16,0.71,2021-07-03 ,0.58,2023-10-01 ,-0.13
Alien Brain,OP16-EN021,OTS Tournament Pack 16,0.7,2021-07-03 ,0.19,2023-10-01 ,-0.51
Lion Alligator,OP16-EN022,OTS Tournament Pack 16,0.88,2021-07-03 ,0.14,2023-10-01 ,-0.74
Stardust Flash,OP16-EN023,OTS Tournament Pack 16,0.71,2021-07-03 ,0.22,2023-10-01 ,-0.49
Cosmic Flare,OP16-EN024,OTS Tournament Pack 16,1.04,2021-07-03 ,0.13,2023-10-01 ,-0.91
Stardust Wish,OP16-EN025,OTS Tournament Pack 16,1.03,2021-07-03 ,0.17,2023-10-01 ,-0.86
Phantom Skyblaster,EGS1-EN010,Egyptian God Deck: Slifer the Sky Dragon,0.15,2021-07-03 ,0.04,2023-10-01 ,-0.11
Phantom Skyblaster,EGS1-EN010,Egyptian God Deck: Slifer the Sky Dragon,0.15,2021-07-03 ,0.12,2023-10-01 ,-0.03
Nine-Tailed Fox,EGS1-EN009,Egyptian God Deck: Slifer the Sky Dragon,0.14,2021-07-03 ,0.09,2023-10-01 ,-0.05
Nine-Tailed Fox,EGS1-EN009,Egyptian God Deck: Slifer the Sky Dragon,0.14,2021-07-03 ,0.1,2023-10-01 ,-0.04
Beast King Barbaros,EGS1-EN008,Egyptian God Deck: Slifer the Sky Dragon,0.17,2021-07-03 ,0.13,2023-10-01 ,-0.04
Beast King Barbaros,EGS1-EN008,Egyptian God Deck: Slifer the Sky Dragon,0.17,2021-07-03 ,0.15,2023-10-01 ,-0.02
Breaker the Magical Warrior,EGS1-EN007,Egyptian God Deck: Slifer the Sky Dragon,0.19,2021-07-03 ,0.23,2023-10-01 ,0.04
Breaker the Magical Warrior,EGS1-EN007,Egyptian God Deck: Slifer the Sky Dragon,0.19,2021-07-03 ,0.4,2023-10-01 ,0.21
Tellus the Little Angel,EGS1-EN006,Egyptian God Deck: Slifer the Sky Dragon,1.03,2021-07-03 ,0.1,2023-10-01 ,-0.93
Tellus the Little Angel,EGS1-EN006,Egyptian God Deck: Slifer the Sky Dragon,1.03,2021-07-03 ,0.22,2023-10-01 ,-0.81
Millennium Seeker,EGS1-EN005,Egyptian God Deck: Slifer the Sky Dragon,1.0,2021-07-03 ,0.02,2023-10-01 ,-0.98
Millennium Seeker,EGS1-EN005,Egyptian God Deck: Slifer the Sky Dragon,1.0,2021-07-03 ,0.21,2023-10-01 ,-0.79
Ultimate Divine-Beast,EGS1-EN004,Egyptian God Deck: Slifer the Sky Dragon,1.46,2021-07-03 ,0.29,2023-10-01 ,-1.17
Ultimate Divine-Beast,EGS1-EN004,Egyptian God Deck: Slifer the Sky Dragon,1.46,2021-07-03 ,0.22,2023-10-01 ,-1.24
Thunderforce Attack,EGS1-EN003,Egyptian God Deck: Slifer the Sky Dragon,1.55,2021-07-03 ,0.39,2023-10-01 ,-1.16
Thunderforce Attack,EGS1-EN003,Egyptian God Deck: Slifer the Sky Dragon,1.55,2021-07-03 ,0.24,2023-10-01 ,-1.31
Soul Crossing,EGS1-EN002,Egyptian God Deck: Slifer the Sky Dragon,1.27,2021-07-03 ,0.4,2023-10-01 ,-0.87
Soul Crossing,EGS1-EN002,Egyptian God Deck: Slifer the Sky Dragon,1.27,2021-07-03 ,0.23,2023-10-01 ,-1.04
Slifer the Sky Dragon,EGS1-EN001,Egyptian God Deck: Slifer the Sky Dragon,1.16,2021-07-03 ,1.16,2023-10-01 ,0.0
Slifer the Sky Dragon,EGS1-EN001,Egyptian God Deck: Slifer the Sky Dragon,1.16,2021-07-03 ,0.55,2023-10-01 ,-0.61
Reactor Slime,EGS1-EN020,Egyptian God Deck: Slifer the Sky Dragon,0.53,2021-07-03 ,0.27,2023-10-01 ,-0.26
Reactor Slime,EGS1-EN020,Egyptian God Deck: Slifer the Sky Dragon,0.53,2021-07-03 ,0.19,2023-10-01 ,-0.34
Tenyi Spirit - Vishuda,EGS1-EN019,Egyptian God Deck: Slifer the Sky Dragon,0.14,2021-07-03 ,0.41,2023-10-01 ,0.27
Tenyi Spirit - Vishuda,EGS1-EN019,Egyptian God Deck: Slifer the Sky Dragon,0.14,2021-07-03 ,0.29,2023-10-01 ,0.15
Clock Wyvern,EGS1-EN018,Egyptian God Deck: Slifer the Sky Dragon,0.2,2021-07-03 ,0.18,2023-10-01 ,-0.02
Clock Wyvern,EGS1-EN018,Egyptian God Deck: Slifer the Sky Dragon,0.2,2021-07-03 ,0.18,2023-10-01 ,-0.02
"Duke Shade, the Sinister Shadow Lord",EGS1-EN017,Egyptian God Deck: Slifer the Sky Dragon,0.14,2021-07-03 ,0.11,2023-10-01 ,-0.03
"Duke Shade, the Sinister Shadow Lord",EGS1-EN017,Egyptian God Deck: Slifer the Sky Dragon,0.14,2021-07-03 ,0.32,2023-10-01 ,0.18
"Ahrima, the Wicked Warden",EGS1-EN016,Egyptian God Deck: Slifer the Sky Dragon,0.17,2021-07-03 ,0.12,2023-10-01 ,-0.05
"Ahrima, the Wicked Warden",EGS1-EN016,Egyptian God Deck: Slifer the Sky Dragon,0.17,2021-07-03 ,0.19,2023-10-01 ,0.02
Scapeghost,EGS1-EN015,Egyptian God Deck: Slifer the Sky Dragon,0.16,2021-07-03 ,0.18,2023-10-01 ,0.02
Scapeghost,EGS1-EN015,Egyptian God Deck: Slifer the Sky Dragon,0.16,2021-07-03 ,0.43,2023-10-01 ,0.27
Breaker the Dark Magical Warrior,EGS1-EN014,Egyptian God Deck: Slifer the Sky Dragon,0.18,2021-07-03 ,0.09,2023-10-01 ,-0.09
Electromagnetic Turtle,EGS1-EN013,Egyptian God Deck: Slifer the Sky Dragon,0.14,2021-07-03 ,0.13,2023-10-01 ,-0.01
Caligo Claw Crow,EGS1-EN012,Egyptian God Deck: Slifer the Sky Dragon,0.19,2021-07-03 ,0.4,2023-10-01 ,0.21
Caligo Claw Crow,EGS1-EN012,Egyptian God Deck: Slifer the Sky Dragon,0.19,2021-07-03 ,0.66,2023-10-01 ,0.47
Card Guard,EGS1-EN011,Egyptian God Deck: Slifer the Sky Dragon,0.12,2021-07-03 ,0.11,2023-10-01 ,-0.01
The True Name,EGS1-EN030,Egyptian God Deck: Slifer the Sky Dragon,0.37,2021-07-03 ,0.21,2023-10-01 ,-0.16
The True Name,EGS1-EN030,Egyptian God Deck: Slifer the Sky Dragon,0.37,2021-07-03 ,0.13,2023-10-01 ,-0.24
Card Advance,EGS1-EN029,Egyptian God Deck: Slifer the Sky Dragon,0.61,2021-07-03 ,0.26,2023-10-01 ,-0.35
Card Advance,EGS1-EN029,Egyptian God Deck: Slifer the Sky Dragon,0.61,2021-07-03 ,0.17,2023-10-01 ,-0.44
Supply Squad,EGS1-EN028,Egyptian God Deck: Slifer the Sky Dragon,0.15,2021-07-03 ,0.14,2023-10-01 ,-0.01
Supply Squad,EGS1-EN028,Egyptian God Deck: Slifer the Sky Dragon,0.15,2021-07-03 ,0.25,2023-10-01 ,0.1
March of the Monarchs,EGS1-EN027,Egyptian God Deck: Slifer the Sky Dragon,0.17,2021-07-03 ,0.24,2023-10-01 ,0.07
March of the Monarchs,EGS1-EN027,Egyptian God Deck: Slifer the Sky Dragon,0.17,2021-07-03 ,0.25,2023-10-01 ,0.08
Pot of Avarice,EGS1-EN026,Egyptian God Deck: Slifer the Sky Dragon,0.69,2021-07-03 ,0.34,2023-10-01 ,-0.35
Pot of Avarice,EGS1-EN026,Egyptian God Deck: Slifer the Sky Dragon,0.69,2021-07-03 ,0.81,2023-10-01 ,0.12
Enemy Controller,EGS1-EN025,Egyptian God Deck: Slifer the Sky Dragon,0.16,2021-07-03 ,0.14,2023-10-01 ,-0.02
Enemy Controller,EGS1-EN025,Egyptian God Deck: Slifer the Sky Dragon,0.16,2021-07-03 ,0.38,2023-10-01 ,0.22
Monster Reborn,EGS1-EN023,Egyptian God Deck: Slifer the Sky Dragon,0.47,2021-07-03 ,0.28,2023-10-01 ,-0.19
Monster Reborn,EGS1-EN023,Egyptian God Deck: Slifer the Sky Dragon,0.47,2021-07-03 ,0.5,2023-10-01 ,0.03
Harpie's Feather Duster,EGS1-EN022,Egyptian God Deck: Slifer the Sky Dragon,4.78,2021-07-03 ,1.13,2023-10-01 ,-3.65
Harpie's Feather Duster,EGS1-EN022,Egyptian God Deck: Slifer the Sky Dragon,4.78,2021-07-03 ,2.16,2023-10-01 ,-2.62
Swords of Revealing Light,EGS1-EN021,Egyptian God Deck: Slifer the Sky Dragon,0.19,2021-07-03 ,0.24,2023-10-01 ,0.05
Swords of Revealing Light,EGS1-EN021,Egyptian God Deck: Slifer the Sky Dragon,0.19,2021-07-03 ,0.43,2023-10-01 ,0.24
One-Time Passcode,EGS1-EN031,Egyptian God Deck: Slifer the Sky Dragon,0.18,2021-07-03 ,0.14,2023-10-01 ,-0.04
One-Time Passcode,EGS1-EN031,Egyptian God Deck: Slifer the Sky Dragon,0.18,2021-07-03 ,0.14,2023-10-01 ,-0.04
Lair of Darkness,EGS1-EN032,Egyptian God Deck: Slifer the Sky Dragon,0.27,2021-07-03 ,0.24,2023-10-01 ,-0.03
Lair of Darkness,EGS1-EN032,Egyptian God Deck: Slifer the Sky Dragon,0.27,2021-07-03 ,0.17,2023-10-01 ,-0.1
Draw of Fate,EGS1-EN033,Egyptian God Deck: Slifer the Sky Dragon,0.15,2021-07-03 ,0.13,2023-10-01 ,-0.02
Draw of Fate,EGS1-EN033,Egyptian God Deck: Slifer the Sky Dragon,0.15,2021-07-03 ,0.49,2023-10-01 ,0.34
Mirror Force,EGS1-EN034,Egyptian God Deck: Slifer the Sky Dragon,0.51,2021-07-03 ,0.7,2023-10-01 ,0.19
Mirror Force,EGS1-EN034,Egyptian God Deck: Slifer the Sky Dragon,0.51,2021-07-03 ,1.12,2023-10-01 ,0.61
Reckless Greed,EGS1-EN035,Egyptian God Deck: Slifer the Sky Dragon,0.2,2021-07-03 ,0.1,2023-10-01 ,-0.1
Reckless Greed,EGS1-EN035,Egyptian God Deck: Slifer the Sky Dragon,0.2,2021-07-03 ,0.2,2023-10-01 ,0.0
Metal Reflect Slime,EGS1-EN036,Egyptian God Deck: Slifer the Sky Dragon,0.19,2021-07-03 ,0.18,2023-10-01 ,-0.01
Metal Reflect Slime,EGS1-EN036,Egyptian God Deck: Slifer the Sky Dragon,0.19,2021-07-03 ,0.18,2023-10-01 ,-0.01
The Golden Apples,EGS1-EN037,Egyptian God Deck: Slifer the Sky Dragon,0.26,2021-07-03 ,0.12,2023-10-01 ,-0.14
The Golden Apples,EGS1-EN037,Egyptian God Deck: Slifer the Sky Dragon,0.26,2021-07-03 ,0.13,2023-10-01 ,-0.13
Back to the Front,EGS1-EN038,Egyptian God Deck: Slifer the Sky Dragon,0.22,2021-07-03 ,0.16,2023-10-01 ,-0.06
Back to the Front,EGS1-EN038,Egyptian God Deck: Slifer the Sky Dragon,0.22,2021-07-03 ,0.09,2023-10-01 ,-0.13
Amazing Time Ticket (LIOV-ENSP1),LIOV-ENSP1,Lightning Overdrive,33.18,2021-07-03 ,2.86,2023-10-01 ,-30.32
Arcana Triumph Joker,KICO-EN001,Kings Court,25.78,2021-07-03 ,3.29,2023-10-01 ,-22.49
Joker's Knight,KICO-EN002,Kings Court,26.01,2021-07-03 ,8.99,2023-10-01 ,-17.02
Imperial Bower,KICO-EN003,Kings Court,26.01,2021-07-03 ,3.4,2023-10-01 ,-22.61
Joker's Straight,KICO-EN004,Kings Court,26.01,2021-07-03 ,7.91,2023-10-01 ,-18.1
Face Card Fusion,KICO-EN005,Kings Court,3.88,2021-07-03 ,0.21,2023-10-01 ,-3.67
Thunderspeed Summon,KICO-EN006,Kings Court,5.02,2021-07-03 ,0.31,2023-10-01 ,-4.71
Joker's Wild,KICO-EN007,Kings Court,3.89,2021-07-03 ,0.25,2023-10-01 ,-3.64
Court of Cards,KICO-EN008,Kings Court,3.94,2021-07-03 ,0.19,2023-10-01 ,-3.75
Magnet Induction,KICO-EN009,Kings Court,3.73,2021-07-03 ,0.21,2023-10-01 ,-3.52
XYZ Hyper Cannon,KICO-EN010,Kings Court,3.75,2021-07-03 ,0.13,2023-10-01 ,-3.62
Golden-Eyes Idol,KICO-EN011,Kings Court,1.77,2021-07-03 ,0.12,2023-10-01 ,-1.65
Zolga the Prophet,KICO-EN012,Kings Court,1.75,2021-07-03 ,0.15,2023-10-01 ,-1.6
Number F0: Utopic Draco Future,KICO-EN013,Kings Court,64.64,2021-07-03 ,5.89,2023-10-01 ,-58.75
Gilti-Gearfried the Magical Steel Knight,KICO-EN014,Kings Court,29.25,2021-07-03 ,1.15,2023-10-01 ,-28.1
Crystal Girl,KICO-EN015,Kings Court,3.75,2021-07-03 ,0.18,2023-10-01 ,-3.57
Rose Princess,KICO-EN017,Kings Court,3.68,2021-07-03 ,0.33,2023-10-01 ,-3.35
White Rose Cloister,KICO-EN019,Kings Court,3.69,2021-07-03 ,0.28,2023-10-01 ,-3.41
Hyper Galaxy,KICO-EN021,Kings Court,4.5,2021-07-03 ,0.24,2023-10-01 ,-4.26
Eternal Bond,KICO-EN025,Kings Court,2.51,2021-07-03 ,0.08,2023-10-01 ,-2.43
Rescue Rabbit,KICO-EN034,Kings Court,0.47,2021-07-03 ,0.18,2023-10-01 ,-0.29
ZW - Tornado Bringer,KICO-EN035,Kings Court,0.45,2021-07-03 ,0.09,2023-10-01 ,-0.36
Evolzar Dolkka,KICO-EN043,Kings Court,4.99,2021-07-03 ,1.51,2023-10-01 ,-3.48
Number C39: Utopia Ray,KICO-EN045,Kings Court,0.4,2021-07-03 ,0.08,2023-10-01 ,-0.32
Constellar Ptolemy M7,KICO-EN046,Kings Court,0.48,2021-07-03 ,0.08,2023-10-01 ,-0.4
ZW - Leo Arms,KICO-EN047,Kings Court,0.45,2021-07-03 ,0.05,2023-10-01 ,-0.4
Number 49: Fortune Tune,KICO-EN048,Kings Court,4.38,2021-07-03 ,0.28,2023-10-01 ,-4.1
Number F0: Utopic Future,KICO-EN049,Kings Court,0.4,2021-07-03 ,0.23,2023-10-01 ,-0.17
Reinforcement of the Army,KICO-EN051,Kings Court,12.51,2021-07-03 ,0.16,2023-10-01 ,-12.35
World Legacy Guardragon,KICO-EN056,Kings Court,2.98,2021-07-03 ,0.36,2023-10-01 ,-2.62
Lightning Storm,KICO-EN057,Kings Court,55.42,2021-07-03 ,7.66,2023-10-01 ,-47.76
Rivalry of Warlords,KICO-EN058,Kings Court,0.46,2021-07-03 ,0.98,2023-10-01 ,0.52
The Wicked Dreadroot,KICO-EN060,Kings Court,0.45,2021-07-03 ,0.08,2023-10-01 ,-0.37
The Wicked Avatar,KICO-EN061,Kings Court,10.28,2021-07-03 ,0.1,2023-10-01 ,-10.18
The Wicked Eraser,KICO-EN062,Kings Court,8.59,2021-07-03 ,0.08,2023-10-01 ,-8.51
Tindangle Dholes,KICO-EN016,Kings Court,2.76,2021-07-04 ,0.1,2023-10-01 ,-2.66
Morph King Stygi-Gel,KICO-EN018,Kings Court,21.95,2021-07-04 ,0.24,2023-10-01 ,-21.71
Burning Soul,KICO-EN020,Kings Court,21.95,2021-07-04 ,1.05,2023-10-01 ,-20.9
Pendulum Transfer,KICO-EN022,Kings Court,1.38,2021-07-04 ,0.07,2023-10-01 ,-1.31
Pendulum Xyz,KICO-EN023,Kings Court,1.23,2021-07-04 ,0.07,2023-10-01 ,-1.16
Dowsing Fusion,KICO-EN024,Kings Court,1.15,2021-07-04 ,0.06,2023-10-01 ,-1.09
Queen's Knight,KICO-EN026,Kings Court,0.23,2021-07-04 ,0.14,2023-10-01 ,-0.09
King's Knight,KICO-EN027,Kings Court,0.23,2021-07-04 ,0.12,2023-10-01 ,-0.11
Jack's Knight,KICO-EN028,Kings Court,0.23,2021-07-04 ,0.15,2023-10-01 ,-0.08
Arcana Knight Joker,KICO-EN029,Kings Court,0.28,2021-07-04 ,0.11,2023-10-01 ,-0.17
Arcana Extra Joker,KICO-EN030,Kings Court,0.22,2021-07-04 ,0.09,2023-10-01 ,-0.13
Gravekeeper's Spy,KICO-EN031,Kings Court,0.23,2021-07-04 ,0.21,2023-10-01 ,-0.02
Majestic Dragon,KICO-EN032,Kings Court,0.36,2021-07-04 ,0.16,2023-10-01 ,-0.2
Stardust Xiaolong,KICO-EN033,Kings Court,0.27,2021-07-04 ,0.06,2023-10-01 ,-0.21
ZW - Ultimate Shield,KICO-EN036,Kings Court,0.28,2021-07-04 ,0.05,2023-10-01 ,-0.23
ZW - Eagle Claw,KICO-EN037,Kings Court,0.3,2021-07-04 ,0.05,2023-10-01 ,-0.25
Cloudcastle,KICO-EN039,Kings Court,0.24,2021-07-04 ,0.08,2023-10-01 ,-0.16
"Baxia, Brightness of the Yang Zing",KICO-EN040,Kings Court,0.25,2021-07-04 ,0.12,2023-10-01 ,-0.13
Number 39: Utopia,KICO-EN042,Kings Court,0.25,2021-07-04 ,0.18,2023-10-01 ,-0.07
Wind-Up Arsenal Zenmaioh,KICO-EN044,Kings Court,0.33,2021-07-04 ,0.03,2023-10-01 ,-0.3
Infinite Cards,KICO-EN050,Kings Court,0.27,2021-07-04 ,0.13,2023-10-01 ,-0.14
The Warrior Returning Alive,KICO-EN052,Kings Court,0.29,2021-07-04 ,0.12,2023-10-01 ,-0.17
Ties of the Brethren,KICO-EN053,Kings Court,0.27,2021-07-04 ,0.07,2023-10-01 ,-0.2
Pot of Duality,KICO-EN054,Kings Court,0.67,2021-07-04 ,0.46,2023-10-01 ,-0.21
Unexpected Dai,KICO-EN055,Kings Court,0.28,2021-07-04 ,0.39,2023-10-01 ,0.11
