Change ($),Date (1),Price (1),Date (2),Price (2),Name,Set Number,Change (%),Period,product_id,SetName,Edition,tcg_product_id,Rarity,imageUrl,tcgplayerUrl,Release Date,View,Price Bucket
20.37,2023-04-04,6.52,2023-10-01,26.89,Abomination's Prison,MP20-EN182,0.7575306805503905,180,26328,2020 Tin of Lost Memories,1st Edition,220942,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/220942_200w.jpg,https://www.tcgplayer.com/product/220942/yugioh-2020-tin-of-lost-memories-abominations-prison,2020-08-27,All Time,$5-10
1.82,2023-07-03,3.08,2023-10-01,4.9,Fantastical Dragon Phantazmay,MP20-EN012,0.37142857142857133,90,23579,2020 Tin of Lost Memories,1st Edition,220688,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/220688_200w.jpg,https://www.tcgplayer.com/product/220688/yugioh-2020-tin-of-lost-memories-fantastical-dragon-phantazmay,2020-08-27,All Time,$1-5
3.51,2023-04-04,1.39,2023-10-01,4.9,Fantastical Dragon Phantazmay,MP20-EN012,0.7163265306122449,180,23579,2020 Tin of Lost Memories,1st Edition,220688,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/220688_200w.jpg,https://www.tcgplayer.com/product/220688/yugioh-2020-tin-of-lost-memories-fantastical-dragon-phantazmay,2020-08-27,All Time,$1-5
1.46,2023-07-03,2.12,2023-10-01,3.58,Lifeless Leaffish,ROTD-EN033,0.40782122905027934,90,25915,Rise of the Duelist,1st Edition,218909,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/218909_200w.jpg,https://www.tcgplayer.com/product/218909/yugioh-rise-of-the-duelist-lifeless-leaffish,2020-08-06,All Time,$1-5
1.49,2023-04-04,2.09,2023-10-01,3.58,Lifeless Leaffish,ROTD-EN033,0.4162011173184357,180,25915,Rise of the Duelist,1st Edition,218909,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/218909_200w.jpg,https://www.tcgplayer.com/product/218909/yugioh-rise-of-the-duelist-lifeless-leaffish,2020-08-06,All Time,$1-5
1.75,2023-07-03,5.32,2023-10-01,7.07,Infernoble Knight Emperor Charles,ROTD-EN042,0.2475247524752475,90,25827,Rise of the Duelist,1st Edition,218918,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/218918_200w.jpg,https://www.tcgplayer.com/product/218918/yugioh-rise-of-the-duelist-infernoble-knight-emperor-charles,2020-08-06,All Time,$5-10
1.48,2023-04-04,5.59,2023-10-01,7.07,Infernoble Knight Emperor Charles,ROTD-EN042,0.20933521923620932,180,25827,Rise of the Duelist,1st Edition,218918,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/218918_200w.jpg,https://www.tcgplayer.com/product/218918/yugioh-rise-of-the-duelist-infernoble-knight-emperor-charles,2020-08-06,All Time,$5-10
1.36,2023-07-03,1.31,2023-10-01,2.67,Fire Flint Lady,BLAR-EN034,0.5093632958801498,90,25779,Battles of Legend: Armageddon,1st Edition,217979,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/217979_200w.jpg,https://www.tcgplayer.com/product/217979/yugioh-battles-of-legend-armageddon-fire-flint-lady,2020-07-23,All Time,$1-5
1.25,2023-07-03,1.37,2023-10-01,2.62,Relinquished Fusion (Green),LDS1-EN049,0.4770992366412214,90,26388,Legendary Duelists: Season 1,1st Edition,217388,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/217388_200w.jpg,https://www.tcgplayer.com/product/217388/yugioh-legendary-duelists-season-1-relinquished-fusion-green,2020-07-03,All Time,$1-5
1.11,2023-04-04,1.51,2023-10-01,2.62,Relinquished Fusion (Green),LDS1-EN049,0.42366412213740456,180,26388,Legendary Duelists: Season 1,1st Edition,217388,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/217388_200w.jpg,https://www.tcgplayer.com/product/217388/yugioh-legendary-duelists-season-1-relinquished-fusion-green,2020-07-03,All Time,$1-5
1.66,2023-07-03,4.93,2023-10-01,6.59,Red-Eyes Insight,LDS1-EN019,0.251896813353566,90,26123,Legendary Duelists: Season 1,1st Edition,217434,Common,https://tcgplayer-cdn.tcgplayer.com/product/217434_200w.jpg,https://www.tcgplayer.com/product/217434/yugioh-legendary-duelists-season-1-red-eyes-insight,2020-07-03,All Time,$1-5
2.65,2023-07-03,6.005,2023-10-01,8.655,Immortal Phoenix Gearfried,TOCH-EN012,0.30618139803581745,90,25824,Toon Chaos,Unlimited,215388,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/215388_200w.jpg,https://www.tcgplayer.com/product/215388/yugioh-toon-chaos-immortal-phoenix-gearfried,2020-06-19,All Time,$5-10
1.33,2023-07-03,3.41,2023-10-01,4.74,Infernoble Knight - Roland,TOCH-EN014,0.2805907172995781,90,25859,Toon Chaos,Unlimited,215391,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/215391_200w.jpg,https://www.tcgplayer.com/product/215391/yugioh-toon-chaos-infernoble-knight-roland,2020-06-19,All Time,$1-5
1.695,2023-04-04,3.045,2023-10-01,4.74,Infernoble Knight - Roland,TOCH-EN014,0.3575949367088608,180,25859,Toon Chaos,Unlimited,215391,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/215391_200w.jpg,https://www.tcgplayer.com/product/215391/yugioh-toon-chaos-infernoble-knight-roland,2020-06-19,All Time,$1-5
2.15,2023-07-03,2.51,2023-10-01,4.66,Generaider Token,OP13-EN026,0.4613733905579399,90,23609,OTS Tournament Pack 13,Unlimited,216685,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/216685_200w.jpg,https://www.tcgplayer.com/product/216685/yugioh-ots-tournament-pack-13-token-generaider,2020-06-15,All Time,$1-5
1.84,2023-07-03,3.6,2023-10-01,5.44,Dark Magician Girl the Dragon Knight,DLCS-EN006,0.3382352941176471,90,25909,Dragons of Legend: The Complete Series,1st Edition,221528,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/221528_200w.jpg,https://www.tcgplayer.com/product/221528/yugioh-dragons-of-legend-the-complete-series-dark-magician-girl-the-dragon-knight,2020-05-15,All Time,$1-5
1.68,2023-07-03,3.42,2023-10-01,5.1,"Loptr, Shadow of the Generaider Bosses",ETCO-EN028,0.32941176470588235,90,9047,Eternity Code,1st Edition,213335,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/213335_200w.jpg,https://www.tcgplayer.com/product/213335/yugioh-eternity-code-loptr-shadow-of-the-generaider-bosses,2020-04-30,All Time,$1-5
1.2,2023-07-03,1.38,2023-10-01,2.58,Machina Gearframe,SR10-EN005,0.4651162790697674,90,81,Mechanized Madness,1st Edition,212645,Common,https://tcgplayer-cdn.tcgplayer.com/product/212645_200w.jpg,https://www.tcgplayer.com/product/212645/yugioh-structure-deck-mechanized-madness-machina-gearframe,2020-04-16,All Time,$1-5
1.08,2023-04-04,1.5,2023-10-01,2.58,Machina Gearframe,SR10-EN005,0.4186046511627907,180,81,Mechanized Madness,1st Edition,212645,Common,https://tcgplayer-cdn.tcgplayer.com/product/212645_200w.jpg,https://www.tcgplayer.com/product/212645/yugioh-structure-deck-mechanized-madness-machina-gearframe,2020-04-16,All Time,$1-5
5.21,2023-07-03,2.98,2023-10-01,8.19,Xtra HERO Infernal Devicer,DUOV-EN013,0.6361416361416361,90,8931,Duel Overload,1st Edition,210221,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210221_200w.jpg,https://www.tcgplayer.com/product/210221/yugioh-duel-overload-xtra-hero-infernal-devicer,2020-03-19,All Time,$1-5
5.37,2023-04-04,2.82,2023-10-01,8.19,Xtra HERO Infernal Devicer,DUOV-EN013,0.6556776556776557,180,8931,Duel Overload,1st Edition,210221,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210221_200w.jpg,https://www.tcgplayer.com/product/210221/yugioh-duel-overload-xtra-hero-infernal-devicer,2020-03-19,All Time,$1-5
3.97,2023-07-03,4.66,2023-10-01,8.63,Tour Guide From the Underworld,DUOV-EN057,0.4600231749710313,90,8881,Duel Overload,1st Edition,210265,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210265_200w.jpg,https://www.tcgplayer.com/product/210265/yugioh-duel-overload-tour-guide-from-the-underworld,2020-03-19,All Time,$1-5
4.58,2023-04-04,4.05,2023-10-01,8.63,Tour Guide From the Underworld,DUOV-EN057,0.5307068366164542,180,8881,Duel Overload,1st Edition,210265,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210265_200w.jpg,https://www.tcgplayer.com/product/210265/yugioh-duel-overload-tour-guide-from-the-underworld,2020-03-19,All Time,$1-5
1.22,2023-07-03,1.96,2023-10-01,3.18,Condemned Darklord,DUOV-EN006,0.3836477987421384,90,8913,Duel Overload,1st Edition,210214,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/210214_200w.jpg,https://www.tcgplayer.com/product/210214/yugioh-duel-overload-condemned-darklord,2020-03-19,All Time,$1-5
1.1,2023-07-03,3.15,2023-10-01,4.25,Salamangreat Jack Jaguar,OP12-EN006,0.25882352941176473,90,6796,OTS Tournament Pack 12,Unlimited,205794,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/205794_200w.jpg,https://www.tcgplayer.com/product/205794/yugioh-ots-tournament-pack-12-salamangreat-jack-jaguar,2019-12-05,All Time,$1-5
2.46,2023-04-04,1.79,2023-10-01,4.25,Salamangreat Jack Jaguar,OP12-EN006,0.5788235294117647,180,6796,OTS Tournament Pack 12,Unlimited,205794,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/205794_200w.jpg,https://www.tcgplayer.com/product/205794/yugioh-ots-tournament-pack-12-salamangreat-jack-jaguar,2019-12-05,All Time,$1-5
2.43,2023-07-03,6.57,2023-10-01,9.0,Parlor Dragonmaid,MYFI-EN020,0.27,90,6780,Mystic Fighters,1st Edition,203863,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/203863_200w.jpg,https://www.tcgplayer.com/product/203863/yugioh-mystic-fighters-parlor-dragonmaid,2019-11-21,All Time,$5-10
16.22,2023-07-03,5.82,2023-10-01,22.04,Unchained Soul of Rage,CHIM-EN043,0.7359346642468241,90,10726,Chaos Impact,1st Edition,200849,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/200849_200w.jpg,https://www.tcgplayer.com/product/200849/yugioh-chaos-impact-unchained-soul-of-rage,2019-10-24,All Time,$5-10
14.83,2023-04-04,7.21,2023-10-01,22.04,Unchained Soul of Rage,CHIM-EN043,0.6728675136116152,180,10726,Chaos Impact,1st Edition,200849,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/200849_200w.jpg,https://www.tcgplayer.com/product/200849/yugioh-chaos-impact-unchained-soul-of-rage,2019-10-24,All Time,$5-10
3.63,2023-07-03,2.655,2023-10-01,6.285,Unchained Soul of Anguish,CHIM-EN044,0.5775656324582339,90,13180,Chaos Impact,Unlimited,200850,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/200850_200w.jpg,https://www.tcgplayer.com/product/200850/yugioh-chaos-impact-unchained-soul-of-anguish,2019-10-24,All Time,$1-5
3.165,2023-04-04,3.12,2023-10-01,6.285,Unchained Soul of Anguish,CHIM-EN044,0.5035799522673031,180,13180,Chaos Impact,1st Edition,200850,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/200850_200w.jpg,https://www.tcgplayer.com/product/200850/yugioh-chaos-impact-unchained-soul-of-anguish,2019-10-24,All Time,$1-5
2.685,2023-07-03,1.385,2023-10-01,4.07,Unchained Twins - Aruha,CHIM-EN008,0.6597051597051597,90,23750,Chaos Impact,1st Edition,200814,Rare,https://tcgplayer-cdn.tcgplayer.com/product/200814_200w.jpg,https://www.tcgplayer.com/product/200814/yugioh-chaos-impact-unchained-twins-aruha,2019-10-24,All Time,$1-5
2.715,2023-04-04,1.355,2023-10-01,4.07,Unchained Twins - Aruha,CHIM-EN008,0.6670761670761671,180,23750,Chaos Impact,1st Edition,200814,Rare,https://tcgplayer-cdn.tcgplayer.com/product/200814_200w.jpg,https://www.tcgplayer.com/product/200814/yugioh-chaos-impact-unchained-twins-aruha,2019-10-24,All Time,$1-5
1.15,2023-07-03,2.4,2023-10-01,3.55,Super Polymerization,DUDE-EN040,0.323943661971831,90,18374,Duel Devastator,1st Edition,199592,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/199592_200w.jpg,https://www.tcgplayer.com/product/199592/yugioh-duel-devastator-super-polymerization,2019-10-11,All Time,$1-5
1.95,2023-07-03,3.0,2023-10-01,4.95,Called by the Grave,DUDE-EN044,0.3939393939393939,90,18365,Duel Devastator,1st Edition,199596,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/199596_200w.jpg,https://www.tcgplayer.com/product/199596/yugioh-duel-devastator-called-by-the-grave,2019-10-11,All Time,$1-5
1.27,2023-04-04,3.68,2023-10-01,4.95,Called by the Grave,DUDE-EN044,0.2565656565656565,180,18365,Duel Devastator,1st Edition,199596,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/199596_200w.jpg,https://www.tcgplayer.com/product/199596/yugioh-duel-devastator-called-by-the-grave,2019-10-11,All Time,$1-5
2.42,2023-07-03,1.8,2023-10-01,4.22,"Ascator, Dawnwalker",LED5-EN024,0.5734597156398105,90,9242,Legendary Duelist: Immortal Destiny,1st Edition,199637,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/199637_200w.jpg,https://www.tcgplayer.com/product/199637/yugioh-legendary-duelists-immortal-destiny-ascator-dawnwalker,2019-09-27,All Time,$1-5
1.47,2023-04-04,2.75,2023-10-01,4.22,"Ascator, Dawnwalker",LED5-EN024,0.3483412322274881,180,9242,Legendary Duelist: Immortal Destiny,1st Edition,199637,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/199637_200w.jpg,https://www.tcgplayer.com/product/199637/yugioh-legendary-duelists-immortal-destiny-ascator-dawnwalker,2019-09-27,All Time,$1-5
1.84,2023-07-03,1.505,2023-10-01,3.345,Knightmare Gryphon,MP19-EN029,0.5500747384155455,90,9175,2019 Gold Sarcophagus Tin Mega Pack,1st Edition,197123,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/197123_200w.jpg,https://www.tcgplayer.com/product/197123/yugioh-2019-gold-sarcophagus-tin-mega-pack-knightmare-gryphon,2019-08-29,All Time,$1-5
2.185,2023-04-04,1.16,2023-10-01,3.345,Knightmare Gryphon,MP19-EN029,0.6532137518684604,180,9175,2019 Gold Sarcophagus Tin Mega Pack,1st Edition,197123,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/197123_200w.jpg,https://www.tcgplayer.com/product/197123/yugioh-2019-gold-sarcophagus-tin-mega-pack-knightmare-gryphon,2019-08-29,All Time,$1-5
1.22,2023-07-03,3.385,2023-10-01,4.605,Salamangreat Foxy,MP19-EN154,0.2649294245385451,90,13048,2019 Gold Sarcophagus Tin Mega Pack,1st Edition,197299,Prismatic Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/197299_200w.jpg,https://www.tcgplayer.com/product/197299/yugioh-2019-gold-sarcophagus-tin-mega-pack-salamangreat-foxy,2019-08-29,All Time,$1-5
2.685,2023-04-04,1.92,2023-10-01,4.605,Salamangreat Foxy,MP19-EN154,0.5830618892508144,180,13048,2019 Gold Sarcophagus Tin Mega Pack,Unlimited,197299,Prismatic Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/197299_200w.jpg,https://www.tcgplayer.com/product/197299/yugioh-2019-gold-sarcophagus-tin-mega-pack-salamangreat-foxy,2019-08-29,All Time,$1-5
1.24,2023-07-03,1.05,2023-10-01,2.29,Altergeist Multifaker,MP19-EN009,0.5414847161572053,90,13070,2019 Gold Sarcophagus Tin Mega Pack,1st Edition,197101,Prismatic Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/197101_200w.jpg,https://www.tcgplayer.com/product/197101/yugioh-2019-gold-sarcophagus-tin-mega-pack-altergeist-multifaker,2019-08-29,All Time,$1-5
1.14,2023-04-04,1.15,2023-10-01,2.29,Altergeist Multifaker,MP19-EN009,0.4978165938864629,180,13070,2019 Gold Sarcophagus Tin Mega Pack,Unlimited,197101,Prismatic Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/197101_200w.jpg,https://www.tcgplayer.com/product/197101/yugioh-2019-gold-sarcophagus-tin-mega-pack-altergeist-multifaker,2019-08-29,All Time,$1-5
1.68,2023-07-03,1.185,2023-10-01,2.865,Topologic Trisbaena,MP19-EN019,0.5863874345549738,90,9026,2019 Gold Sarcophagus Tin Mega Pack,1st Edition,197113,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/197113_200w.jpg,https://www.tcgplayer.com/product/197113/yugioh-2019-gold-sarcophagus-tin-mega-pack-topologic-trisbaena,2019-08-29,All Time,$1-5
1.8,2023-04-04,1.065,2023-10-01,2.865,Topologic Trisbaena,MP19-EN019,0.6282722513089005,180,9026,2019 Gold Sarcophagus Tin Mega Pack,Unlimited,197113,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/197113_200w.jpg,https://www.tcgplayer.com/product/197113/yugioh-2019-gold-sarcophagus-tin-mega-pack-topologic-trisbaena,2019-08-29,All Time,$1-5
10.115,2023-07-03,6.865,2023-10-01,16.98,Heritage of the Chalice,MP19-EN224,0.5957008244994111,90,19296,2019 Gold Sarcophagus Tin Mega Pack,Unlimited,197516,Prismatic Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/197516_200w.jpg,https://www.tcgplayer.com/product/197516/yugioh-2019-gold-sarcophagus-tin-mega-pack-heritage-of-the-chalice,2019-08-29,All Time,$5-10
8.845,2023-04-04,8.135,2023-10-01,16.98,Heritage of the Chalice,MP19-EN224,0.5209069493521791,180,19296,2019 Gold Sarcophagus Tin Mega Pack,Unlimited,197516,Prismatic Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/197516_200w.jpg,https://www.tcgplayer.com/product/197516/yugioh-2019-gold-sarcophagus-tin-mega-pack-heritage-of-the-chalice,2019-08-29,All Time,$5-10
1.16,2023-07-03,5.23,2023-10-01,6.39,Brotherhood of the Fire Fist - Eagle,FIGA-EN016,0.18153364632237876,90,10871,Fists of the Gadgets,1st Edition,196926,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/196926_200w.jpg,https://www.tcgplayer.com/product/196926/yugioh-fists-of-the-gadgets-brotherhood-of-the-fire-fist-eagle,2019-08-23,All Time,$5-10
1.05,2023-07-03,2.57,2023-10-01,3.62,Rokket Recharger,SDRR-EN003,0.2900552486187845,90,281,Rokket Revolt,1st Edition,196808,Common,https://tcgplayer-cdn.tcgplayer.com/product/196808_200w.jpg,https://www.tcgplayer.com/product/196808/yugioh-structure-deck-rokket-revolt-rokket-recharger,2019-08-16,All Time,$1-5
1.18,2023-04-04,2.44,2023-10-01,3.62,Rokket Recharger,SDRR-EN003,0.3259668508287293,180,281,Rokket Revolt,1st Edition,196808,Common,https://tcgplayer-cdn.tcgplayer.com/product/196808_200w.jpg,https://www.tcgplayer.com/product/196808/yugioh-structure-deck-rokket-revolt-rokket-recharger,2019-08-16,All Time,$1-5
1.64,2023-07-03,4.16,2023-10-01,5.8,Quick Launch,SDRR-EN025,0.2827586206896552,90,14361,Rokket Revolt,1st Edition,196834,Common,https://tcgplayer-cdn.tcgplayer.com/product/196834_200w.jpg,https://www.tcgplayer.com/product/196834/yugioh-structure-deck-rokket-revolt-quick-launch,2019-08-16,All Time,$1-5
2.78,2023-04-04,3.02,2023-10-01,5.8,Quick Launch,SDRR-EN025,0.4793103448275862,180,14361,Rokket Revolt,1st Edition,196834,Common,https://tcgplayer-cdn.tcgplayer.com/product/196834_200w.jpg,https://www.tcgplayer.com/product/196834/yugioh-structure-deck-rokket-revolt-quick-launch,2019-08-16,All Time,$1-5
1.2,2023-07-03,5.37,2023-10-01,6.57,Orcust Harp Horror,OP11-EN007,0.18264840182648398,90,7090,OTS Tournament Pack 11,Unlimited,197001,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/197001_200w.jpg,https://www.tcgplayer.com/product/197001/yugioh-ots-tournament-pack-11-orcust-harp-horror,2019-08-15,All Time,$5-10
1.15,2023-04-04,5.42,2023-10-01,6.57,Orcust Harp Horror,OP11-EN007,0.1750380517503805,180,7090,OTS Tournament Pack 11,Unlimited,197001,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/197001_200w.jpg,https://www.tcgplayer.com/product/197001/yugioh-ots-tournament-pack-11-orcust-harp-horror,2019-08-15,All Time,$5-10
1.48,2023-07-03,4.55,2023-10-01,6.03,Five-Headed Dragon,BLHR-EN000,0.24543946932006636,90,13146,Battles of Legend: Hero's Revenge,1st Edition,193587,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/193587_200w.jpg,https://www.tcgplayer.com/product/193587/yugioh-battles-of-legend-heros-revenge-five-headed-dragon,2019-07-11,All Time,$1-5
2.37,2023-07-03,3.22,2023-10-01,5.59,Droll & Lock Bird,SR08-EN021,0.4239713774597496,90,35,Order of the Spellcasters,1st Edition,188672,Common,https://tcgplayer-cdn.tcgplayer.com/product/188672_200w.jpg,https://www.tcgplayer.com/product/188672/yugioh-structure-deck-order-of-the-spellcasters-droll-and-lock-bird,2019-04-25,All Time,$1-5
3.79,2023-04-04,1.8,2023-10-01,5.59,Droll & Lock Bird,SR08-EN021,0.6779964221824687,180,35,Order of the Spellcasters,1st Edition,188672,Common,https://tcgplayer-cdn.tcgplayer.com/product/188672_200w.jpg,https://www.tcgplayer.com/product/188672/yugioh-structure-deck-order-of-the-spellcasters-droll-and-lock-bird,2019-04-25,All Time,$1-5
2.03,2023-07-03,2.75,2023-10-01,4.78,"Hiita the Fire Charmer, Ablaze",OP10-EN010,0.4246861924686193,90,7039,OTS Tournament Pack 10,Unlimited,188932,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/188932_200w.jpg,https://www.tcgplayer.com/product/188932/yugioh-ots-tournament-pack-10-hiita-the-fire-charmer-ablaze,2019-04-18,All Time,$1-5
2.28,2023-04-04,2.5,2023-10-01,4.78,"Hiita the Fire Charmer, Ablaze",OP10-EN010,0.4769874476987448,180,7039,OTS Tournament Pack 10,Unlimited,188932,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/188932_200w.jpg,https://www.tcgplayer.com/product/188932/yugioh-ots-tournament-pack-10-hiita-the-fire-charmer-ablaze,2019-04-18,All Time,$1-5
2.215,2023-07-03,3.53,2023-10-01,5.745,Security Dragon,DUPO-EN037,0.3855526544821584,90,9140,Duel Power,1st Edition,186927,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/186927_200w.jpg,https://www.tcgplayer.com/product/186927/yugioh-duel-power-security-dragon,2019-04-04,All Time,$1-5
2.545,2023-04-04,3.2,2023-10-01,5.745,Security Dragon,DUPO-EN037,0.4429939077458659,180,9140,Duel Power,1st Edition,186927,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/186927_200w.jpg,https://www.tcgplayer.com/product/186927/yugioh-duel-power-security-dragon,2019-04-04,All Time,$1-5
1.11,2023-07-03,1.01,2023-10-01,2.12,Infinitrack Earth Slicer,INCH-EN009,0.5235849056603774,90,10776,The Infinity Chasers,1st Edition,186376,Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/186376_200w.jpg,https://www.tcgplayer.com/product/186376/yugioh-the-infinity-chasers-infinitrack-earth-slicer,2019-03-21,All Time,$1-5
1.54,2023-07-03,2.01,2023-10-01,3.55,Gozen Match,SDSB-EN039,0.4338028169014084,90,19368,Soulburner,1st Edition,184783,Common,https://tcgplayer-cdn.tcgplayer.com/product/184783_200w.jpg,https://www.tcgplayer.com/product/184783/yugioh-structure-deck-soulburner-gozen-match,2019-02-14,All Time,$1-5
1.16,2023-04-04,2.39,2023-10-01,3.55,Gozen Match,SDSB-EN039,0.3267605633802817,180,19368,Soulburner,1st Edition,184783,Common,https://tcgplayer-cdn.tcgplayer.com/product/184783_200w.jpg,https://www.tcgplayer.com/product/184783/yugioh-structure-deck-soulburner-gozen-match,2019-02-14,All Time,$1-5
2.015,2023-07-03,2.615,2023-10-01,4.63,Trickstar Divaridis,SAST-EN049,0.4352051835853132,90,9456,Savage Strike,1st Edition,184171,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/184171_200w.jpg,https://www.tcgplayer.com/product/184171/yugioh-savage-strike-trickstar-divaridis,2019-01-31,All Time,$1-5
2.705,2023-04-04,1.925,2023-10-01,4.63,Trickstar Divaridis,SAST-EN049,0.5842332613390929,180,9456,Savage Strike,1st Edition,184171,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/184171_200w.jpg,https://www.tcgplayer.com/product/184171/yugioh-savage-strike-trickstar-divaridis,2019-01-31,All Time,$1-5
1.1,2023-07-03,5.06,2023-10-01,6.16,Harpie's Feather Storm,LED4-EN000,0.17857142857142858,90,21553,Legendary Duelists: Sisters of the Rose,1st Edition,183117,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/183117_200w.jpg,https://www.tcgplayer.com/product/183117/yugioh-legendary-duelists-sisters-of-the-rose-harpies-feather-storm,2019-01-11,All Time,$5-10
2.03,2023-07-03,3.76,2023-10-01,5.79,Personal Spoofing,OP09-EN012,0.3506044905008636,90,21641,OTS Tournament Pack 9,Unlimited,181769,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/181769_200w.jpg,https://www.tcgplayer.com/product/181769/yugioh-ots-tournament-pack-9-personal-spoofing,2018-12-07,All Time,$1-5
3.11,2023-04-04,2.68,2023-10-01,5.79,Personal Spoofing,OP09-EN012,0.5371329879101899,180,21641,OTS Tournament Pack 9,Unlimited,181769,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/181769_200w.jpg,https://www.tcgplayer.com/product/181769/yugioh-ots-tournament-pack-9-personal-spoofing,2018-12-07,All Time,$1-5
3.26,2023-07-03,4.27,2023-10-01,7.53,Snowman Eater,AC18-EN008,0.43293492695883135,90,8476,Yu-Gi-Oh! Advent Calendar(2018),1st Edition,179236,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/179236_200w.jpg,https://www.tcgplayer.com/product/179236/yugioh-advent-calendar-2018-snowman-eater,2018-11-02,All Time,$1-5
1.0,2023-04-04,6.53,2023-10-01,7.53,Snowman Eater,AC18-EN008,0.13280212483399734,180,8476,Yu-Gi-Oh! Advent Calendar(2018),1st Edition,179236,Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/179236_200w.jpg,https://www.tcgplayer.com/product/179236/yugioh-advent-calendar-2018-snowman-eater,2018-11-02,All Time,$5-10
11.51,2023-07-03,5.675,2023-10-01,17.185,Heritage of the Chalice,SOFU-EN090,0.6697701483852196,90,18395,Soul Fusion,1st Edition,178130,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/178130_200w.jpg,https://www.tcgplayer.com/product/178130/yugioh-soul-fusion-heritage-of-the-chalice,2018-10-18,All Time,$5-10
10.415,2023-04-04,6.77,2023-10-01,17.185,Heritage of the Chalice,SOFU-EN090,0.6060517893511783,180,18395,Soul Fusion,1st Edition,178130,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/178130_200w.jpg,https://www.tcgplayer.com/product/178130/yugioh-soul-fusion-heritage-of-the-chalice,2018-10-18,All Time,$5-10
1.48,2023-07-03,3.35,2023-10-01,4.83,Cyber Eternity Dragon,LED3-EN012,0.3064182194616977,90,9417,Legendary Duelists: White Dragon Abyss,1st Edition,177192,Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/177192_200w.jpg,https://www.tcgplayer.com/product/177192/yugioh-legendary-duelists-white-dragon-abyss-cyber-eternity-dragon,2018-09-28,All Time,$1-5
